project_id	display_name	source_type	original_url	original_url_status	original_author	upstream_repository	upstream_path	archive_name	original_local_path	content_hash	framework	runtime	package_manager	license	license_status	source_in_public_repo	github_project_path	vercel_project_name	preview_url	production_url	functional_status	last_verified_at	desktop_screenshot	mobile_screenshot	compatibility_changes	known_limitations	related_projects	tags
glasslab-select-dropdown-with-appearance-base-select-liquid-glass-1-select-dropdown-with-appearance-base-select-liquid-glass-src	glasslab-select-dropdown-with-appearance-base-select-liquid-glass-1-select-dropdown-with-appearance-base-select-liquid-glass-src	unknown		active	unknown			select-dropdown-with-appearance-base-select-liquid-glass-1		92e12220f3d131249830901cc7c09e840015f463e38c9935ab264796ebed12a4	html-fragment	browser	npm	unknown	unknown	True	projects/glasslab-select-dropdown-with-appearance-base-select-liquid-glass-1-select-dropdown-with-appearance-base-select-liquid-glass-src				broken-local-render	2026-07-10T01:09:18.786994	reports/functional-verification/glasslab-select-dropdown-with-appearance-base-select-liquid-glass-1-select-dropdown-with-appearance-base-select-liquid-glass-src/initial.png	reports/functional-verification/glasslab-select-dropdown-with-appearance-base-select-liquid-glass-1-select-dropdown-with-appearance-base-select-liquid-glass-src/mobile.png			[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master	glasslab-liquid-dom-master-1-liquid-dom-master	unknown		active	unknown			liquid-dom-master-1		62476edb55a9f4b970b72a557f04c86276383319bec5f02cd79887f01ad280fe	static-html	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master				library-skipped	2026-07-10T01:09:18.787006					[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-react	glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-react	unknown		active	unknown			liquid-dom-master-1		b8657ac0d12761c3aae2f21f9c79f01e2f2c4c710a13f8e6c43268b9e62d9d9b	react	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-react				broken-local-render	2026-07-10T01:09:18.787015					[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-demo-minimal	glasslab-liquid-dom-master-1-liquid-dom-master-demo-minimal	unknown		active	unknown			liquid-dom-master-1		dca5cba1b9264c7db9fcc07c19185498e4eb12f7fe298407358eb630e679c11d	react	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-demo-minimal				broken-local-render	2026-07-10T01:09:18.787024					[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-demo-three	glasslab-liquid-dom-master-1-liquid-dom-master-demo-three	unknown		active	unknown			liquid-dom-master-1		f2653e1faad6fd5500dbe0d4b95611af6f6539b88e7f736e00ce7a79044a26ab	vite-vanilla	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-demo-three				broken-local-render	2026-07-10T01:09:18.787036					[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-layout	glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-layout	unknown		active	unknown			liquid-dom-master-1		9900e4c03165b27ee2ae5f51b58c524a2a93373d85a2305e0ccaad1799fe7c73	vite-vanilla	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-layout				broken-local-render	2026-07-10T01:09:18.787046					[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-demo-showcase	glasslab-liquid-dom-master-1-liquid-dom-master-demo-showcase	unknown		active	unknown			liquid-dom-master-1		4eed64c93e7d35c03d82fa7d74181ed0a429596171d81e36df8a213759f3837b	react	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-demo-showcase				broken-local-render	2026-07-10T01:09:18.787054					[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-r3f	glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-r3f	unknown		active	unknown			liquid-dom-master-1		1db1a962f9e1431d53a5d7f8fce6bc1e33e3736345117aa957fd3c0b4260d653	react	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-demo-three-r3f				broken-local-render	2026-07-10T01:09:18.787062					[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-demo-blending	glasslab-liquid-dom-master-1-liquid-dom-master-demo-blending	unknown		active	unknown			liquid-dom-master-1		64c287d8ff2b3a400b94b4def3a5e18fd093a57386d493acbea3e615d874d1c8	react	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-demo-blending				broken-local-render	2026-07-10T01:09:18.787069					[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-packages-core	glasslab-liquid-dom-master-1-liquid-dom-master-packages-core	unknown		active	unknown			liquid-dom-master-1		ff78d1f9f5f970b5d438e719de5b1e13cfdff5da1373d4152a92bfd9feae0ed7	static-html	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-packages-core				library-skipped	2026-07-10T01:09:18.787078					[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout	glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout	unknown		active	unknown			liquid-dom-master-1		a4ac09a0a330ae4faa4cc8a1caf01223ac194b5f61b2c672c16b10719607fe91	react	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout				library-skipped	2026-07-10T01:09:18.787085					[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout-playground	glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout-playground	unknown		active	unknown			liquid-dom-master-1		80b2347b6ec247084f8627788087f4004857d9e32f4f3c9fa6c3bc67b08d6f1a	static-html	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout-playground				broken-local-render	2026-07-10T01:09:18.787210	reports/functional-verification/glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout-playground/initial.png	reports/functional-verification/glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout-playground/mobile.png			[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-packages-r3f	glasslab-liquid-dom-master-1-liquid-dom-master-packages-r3f	unknown		active	unknown			liquid-dom-master-1		f1c7c3f883a8d808cf0bbf89ec8ae7008b6ff83f8ce78408cf4319cc74c23993	react	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-packages-r3f				library-skipped	2026-07-10T01:09:18.787225					[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-packages-three	glasslab-liquid-dom-master-1-liquid-dom-master-packages-three	unknown		active	unknown			liquid-dom-master-1		2fe58d251ab6f3fb2505ae2d3f13e2f7bfdc777c5a8c39bb5fe19ba2fb63bad3	static-html	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-packages-three				library-skipped	2026-07-10T01:09:18.787235					[]	[]
glasslab-liquid-dom-master-1-liquid-dom-master-packages-react	glasslab-liquid-dom-master-1-liquid-dom-master-packages-react	unknown		active	unknown			liquid-dom-master-1		652469598c03ff644669420c921ab50c1e7a01729dd53c6f19365d00224c3c8b	react	browser	pnpm	unknown	unknown	True	projects/glasslab-liquid-dom-master-1-liquid-dom-master-packages-react				library-skipped	2026-07-10T01:09:18.787243					[]	[]
glasslab-untitled-6-untitled-src	glasslab-untitled-6-untitled-src	unknown		active	unknown			untitled-6		d0767d087f49d3a3be9b3f257dced047de85a133c84c1f7cfd2c41ed75b47de0	html-fragment	browser	npm	unknown	unknown	True	projects/glasslab-untitled-6-untitled-src				pending	2026-07-10T01:09:18.787282	reports/functional-verification/glasslab-untitled-6-untitled-src/initial.png	reports/functional-verification/glasslab-untitled-6-untitled-src/mobile.png			[]	[]
glasslab-liquid-glass-js-main-liquid-glass-js-main	glasslab-liquid-glass-js-main-liquid-glass-js-main	unknown		active	unknown			liquid-glass-js-main		d97767e56bf791da5f89ab7dfb0040db9271b1fd4db4872e33f5df9b782802ae	static-html	browser	npm	unknown	unknown	True	projects/glasslab-liquid-glass-js-main-liquid-glass-js-main				broken-local-render	2026-07-10T01:09:18.787413	reports/functional-verification/glasslab-liquid-glass-js-main-liquid-glass-js-main/initial.png	reports/functional-verification/glasslab-liquid-glass-js-main-liquid-glass-js-main/mobile.png			[]	[]
glasslab-liquid-glass-components-1-liquid-glass-components-src	glasslab-liquid-glass-components-1-liquid-glass-components-src	unknown		active	unknown			liquid-glass-components-1		627da6c824fb1cdf54bf82f3872d5351bdcd0363dcb1b51123ff6122b4001b35	html-fragment	browser	npm	unknown	unknown	True	projects/glasslab-liquid-glass-components-1-liquid-glass-components-src				broken-local-render	2026-07-10T01:09:18.787519	reports/functional-verification/glasslab-liquid-glass-components-1-liquid-glass-components-src/initial.png	reports/functional-verification/glasslab-liquid-glass-components-1-liquid-glass-components-src/mobile.png			[]	[]
glasslab-liquid-glass-tainwildcss-1-liquid-glass-tainwildcss-src	glasslab-liquid-glass-tainwildcss-1-liquid-glass-tainwildcss-src	unknown		active	unknown			liquid-glass-tainwildcss-1		c96eccad152b0af872c552b98f1fcb6e64a246e52b2ca92f2983b22f40dad420	html-fragment	browser	npm	unknown	unknown	True	projects/glasslab-liquid-glass-tainwildcss-1-liquid-glass-tainwildcss-src				pending	2026-07-10T01:09:18.787639	reports/functional-verification/glasslab-liquid-glass-tainwildcss-1-liquid-glass-tainwildcss-src/initial.png	reports/functional-verification/glasslab-liquid-glass-tainwildcss-1-liquid-glass-tainwildcss-src/mobile.png			[]	[]
glasslab-liquid-glass-fluid-movement-1-liquid-glass-fluid-movement-src	glasslab-liquid-glass-fluid-movement-1-liquid-glass-fluid-movement-src	unknown		active	unknown			liquid-glass-fluid-movement-1		15eea9351703fbd0acad5b18e907626fbb212b92dd77cd7be1fc91efedab26e3	static-html	browser	npm	unknown	unknown	True	projects/glasslab-liquid-glass-fluid-movement-1-liquid-glass-fluid-movement-src				pending	2026-07-10T01:09:18.787785	reports/functional-verification/glasslab-liquid-glass-fluid-movement-1-liquid-glass-fluid-movement-src/initial.png	reports/functional-verification/glasslab-liquid-glass-fluid-movement-1-liquid-glass-fluid-movement-src/mobile.png			[]	[]
glasslab-liquid-glass-react-master-liquid-glass-react-master	glasslab-liquid-glass-react-master-liquid-glass-react-master	unknown		active	unknown			liquid-glass-react-master		e5b8d5cabc03813b78ffa9d5b37a5a4d26fbb9065b4e338927b2ae5bb2009085	react	browser	npm	unknown	unknown	True	projects/glasslab-liquid-glass-react-master-liquid-glass-react-master				pending	2026-07-10T01:09:18.787926	reports/functional-verification/glasslab-liquid-glass-react-master-liquid-glass-react-master/initial.png	reports/functional-verification/glasslab-liquid-glass-react-master-liquid-glass-react-master/mobile.png			[]	[]
glasslab-liquid-glass-react-master-liquid-glass-react-master-liquid-glass-example	glasslab-liquid-glass-react-master-liquid-glass-react-master-liquid-glass-example	unknown		active	unknown			liquid-glass-react-master		2d56f8badbbca95b1e5b4723a1283a364839fd0bc423fc3bd0d17279217dce04	nextjs	browser	npm	unknown	unknown	True	projects/glasslab-liquid-glass-react-master-liquid-glass-react-master-liquid-glass-example				pending	2026-07-10T01:09:18.788049	reports/functional-verification/glasslab-liquid-glass-react-master-liquid-glass-react-master-liquid-glass-example/initial.png	reports/functional-verification/glasslab-liquid-glass-react-master-liquid-glass-react-master-liquid-glass-example/mobile.png			[]	[]
glasslab-apple-liquid-glass-1-apple-liquid-glass-src	glasslab-apple-liquid-glass-1-apple-liquid-glass-src	unknown		active	unknown			apple-liquid-glass-1		5e50f8971eaacb5919fe32b597122fec5cbb7eab1b2c2a8b94bb8508a81b33b1	html-fragment	browser	npm	unknown	unknown	True	projects/glasslab-apple-liquid-glass-1-apple-liquid-glass-src				pending	2026-07-10T01:09:18.788162	reports/functional-verification/glasslab-apple-liquid-glass-1-apple-liquid-glass-src/initial.png	reports/functional-verification/glasslab-apple-liquid-glass-1-apple-liquid-glass-src/mobile.png			[]	[]
glasslab-liquid-glass-shader-liquid-glass-shader-src	glasslab-liquid-glass-shader-liquid-glass-shader-src	unknown		active	unknown			liquid-glass-shader		6fcfa890d20a6acbf1ca0c364dd2d2487620a2b15d9d655ebf59ef417af9b68a	html-fragment	browser	npm	unknown	unknown	True	projects/glasslab-liquid-glass-shader-liquid-glass-shader-src				pending	2026-07-10T01:09:18.788293	reports/functional-verification/glasslab-liquid-glass-shader-liquid-glass-shader-src/initial.png	reports/functional-verification/glasslab-liquid-glass-shader-liquid-glass-shader-src/mobile.png			[]	[]
glasslab-liquid-glass-5-liquid-glass-src	glasslab-liquid-glass-5-liquid-glass-src	unknown		active	unknown			liquid-glass-5		524ad8a3e1fab041bd7b6d67cbb2ae72b88cc279c99a46cd78ca74fbad2e9fdb	html-fragment	browser	npm	unknown	unknown	True	projects/glasslab-liquid-glass-5-liquid-glass-src				broken-local-render	2026-07-10T01:09:18.788437	reports/functional-verification/glasslab-liquid-glass-5-liquid-glass-src/initial.png	reports/functional-verification/glasslab-liquid-glass-5-liquid-glass-src/mobile.png			[]	[]
glasslab-liquid-glass-2-liquid-glass-src	glasslab-liquid-glass-2-liquid-glass-src	unknown		active	unknown			liquid-glass-2		bb28e5da954010857837461fa5169a9e002b483448c124861f49c889edf2f433	html-fragment	browser	npm	unknown	unknown	True	projects/glasslab-liquid-glass-2-liquid-glass-src				pending	2026-07-10T01:09:18.788585	reports/functional-verification/glasslab-liquid-glass-2-liquid-glass-src/initial.png	reports/functional-verification/glasslab-liquid-glass-2-liquid-glass-src/mobile.png			[]	[]
glasslab-liquid-glass-switcher-css-1-liquid-glass-switcher-css-src	glasslab-liquid-glass-switcher-css-1-liquid-glass-switcher-css-src	unknown		active	unknown			liquid-glass-switcher-css-1		1baae55c5100ef5d20a6313c9f8e02c4c50011b9b7245f7f2028191d4dc264d5	html-fragment	browser	npm	unknown	unknown	True	projects/glasslab-liquid-glass-switcher-css-1-liquid-glass-switcher-css-src				pending	2026-07-10T01:09:18.788724	reports/functional-verification/glasslab-liquid-glass-switcher-css-1-liquid-glass-switcher-css-src/initial.png	reports/functional-verification/glasslab-liquid-glass-switcher-css-1-liquid-glass-switcher-css-src/mobile.png			[]	[]
glasslab-liquid-glass-4-liquid-glass-src	glasslab-liquid-glass-4-liquid-glass-src	unknown		active	unknown			liquid-glass-4		a8bfa00af5ef20bc7505fcee37174f0a2a9f3bb70b30fb98fa9f3497d1e2482d	html-fragment	browser	npm	unknown	unknown	True	projects/glasslab-liquid-glass-4-liquid-glass-src				pending	2026-07-10T01:09:18.788862	reports/functional-verification/glasslab-liquid-glass-4-liquid-glass-src/initial.png	reports/functional-verification/glasslab-liquid-glass-4-liquid-glass-src/mobile.png			[]	[]
glasslab-apple-liquid-glass-experiments-1-apple-liquid-glass-experiments-src	glasslab-apple-liquid-glass-experiments-1-apple-liquid-glass-experiments-src	unknown		active	unknown			apple-liquid-glass-experiments-1		69ec3cd2af4b4171511b9c571e532071f5bf0912a33f6f1b85bea94405bdcea9	html-fragment	browser	npm	unknown	unknown	True	projects/glasslab-apple-liquid-glass-experiments-1-apple-liquid-glass-experiments-src				pending	2026-07-10T01:09:18.789003	reports/functional-verification/glasslab-apple-liquid-glass-experiments-1-apple-liquid-glass-experiments-src/initial.png	reports/functional-verification/glasslab-apple-liquid-glass-experiments-1-apple-liquid-glass-experiments-src/mobile.png			[]	[]
glasslab-codepen-hdshy-rnravzr-liquid-glass-for-web	glasslab-codepen-hdshy-rnravzr-liquid-glass-for-web	codepen	https://codepen.io/hdshy/pen/RNravZr	deleted	hdshy				/Users/lekan/Dev/aero-twitter-glass-lab/_reference_vault/reference-library/codepen-extracted/liquid-glass-for-web/liquid-glass-for-web/		html-fragment	browser		unknown	unknown	False	metadata-only/glasslab-codepen-hdshy-rnravzr-liquid-glass-for-web	glasslab-codepen-hdshy-rnravzr		https://glasslab-codepen-hdshy-rnravzr.vercel.app	verified-functional	2026-07-10T01:09:18.789137					[]	[]
glasslab-kube-liquid-glass-css-svg	glasslab-kube-liquid-glass-css-svg	webpage	https://kube.io/blog/liquid-glass-css-svg/	active	kube.io				/Users/lekan/Downloads/Liquid Glass in the Browser： Refraction with CSS and SVG — kube.io (7_9_2026 10：18：54 PM).html		html-fragment	browser		unknown	unknown	False	metadata-only/glasslab-kube-liquid-glass-css-svg	glasslab-kube-liquid-glass-css-svg		https://glasslab-kube-liquid-glass-css-svg.vercel.app	verified-functional-with-minor-warnings	2026-07-10T01:09:18.789236					[]	[]
